TIME_MESSAGE,MESSAGE,REGION,MESSAGE TYPE,CATEGORY
2022-09-22 1:36:19 PM,Visayas Grid-09/22/2022 00:56: CEDC u# 2 manually open @0049H for scheduled APMS.  [WEBSMS],CVIS,other,plant
2022-09-22 1:36:18 PM,"[NSO Update] Visayas Grid-09/21/2022 17:54: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2445MW, PK=2096MW, RR=36MW, NetOpMargin: EVE=313 Highest Unit O/L: THVI U1&U2 @169MW Derated Plant: TPC-Thermal @82MW, EDC Total @328MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-22 1:33:54 PM,Luzon Grid-09/22/2022 13:14: SLPGC 2 online at 1246H (Unplanned Outage)  [WEBSMS],CLUZ,restoration,plant
2022-09-22 1:33:52 PM,"[NSO Update] Luzon Grid-09/22/2022 13:14: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=12131MW, PK=10206MW, RR=395MW, NetOpMargin: PM=1530, EVE=1938 Highest Unit O/L: GNPD 1 @ 668MW Derated Plant: GMEC 2 @285MW, MSLC1 @250MW, MSLC2 @300MW, MSLC3 @315MW, SAN GABRIEL @211MW [WEBSMS]",CLUZ,other,plant
2022-09-22 1:33:49 PM,Luzon Grid-09/22/2022 08:58: SLPGC 2 @154MW tripped at 0849H. Lowest Frequency is 59.588Hz (Unplanned Outage)  [WEBSMS],CLUZ,outage,plant
2022-09-22 1:33:46 PM,"[NSO Update] Luzon Grid-09/22/2022 05:56: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=12436MW, PK=10312MW, RR=395MW, NetOpMargin: AM=1730, PM=1561, EVE=2100 Highest Unit O/L: GNPD U1 @668MW Derated Plant: GMEC 2 @285MW, MSLC1 @250MW, MSLC2 @300MW, MSLC3 @315MW, SAN GABRIEL @211MW [WEBSMS]",CLUZ,other,plant
2022-09-22 1:33:44 PM,Luzon Grid-09/22/2022 05:30: Botolan 230kV Bus 1 - restored at 0529H. (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2022-09-22 1:33:42 PM,"[NSO Update] Luzon Grid-09/22/2022 04:11: Weather Update: At 3:00 AM today, the Low Pressure Area (LPA) was estimated based on all available data at 1,265 km East of Central Luzon (17.7?N, 133.9?E). Southwest Monsoon affecting the western sections of Central and Southern Luzon.  [WEBSMS]",CLUZ,other,weather
2022-09-22 7:47:45 AM,"[NSO Update] Visayas Grid-09/22/2022 05:54: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2620MW, PK=2104MW, RR=36MW, NetOpMargin: AM=479, PM=369, EVE=238 Highest Unit O/L: THVI U1&U2 @169MW Derated Plant: TPC-Thermal @82MW, EDC total @328MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-22 7:47:44 AM,"[NSO Update] Visayas Grid-09/22/2022 04:11: Weather Update: At 3:00 AM today, the Low Pressure Area (LPA) was estimated based on all available data at 1,265 km East of Central Luzon (17.7?N, 133.9?E). Southwest Monsoon affecting the western sections of Central and Southern Luzon.  [WEBSMS]",CVIS,other,weather
2022-09-21 1:06:50 PM,"[NSO Update] Mindanao Grid-09/21/2022 12:49: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2753MW, PK=2193MW, RR=43MW, NetOpMargin: PM=517, EVE=610 Highest Unit O/L: GNPK @ 138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @45MW, AG4 @95MW, AG5 @40MW, AG6 @141MW, AG7 @41MW, PG4 @129MW [WEBSMS]",CMIN,other,plant
2022-09-21 12:54:11 PM,"[NSO Update] Luzon Grid-09/21/2022 12:45: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=12155MW, PK=10211MW, RR=395MW, NetOpMargin: PM=1549, EVE=1693 Highest Unit O/L: GNPD 1 @ 668MW Derated Plant: GMEC 2 @ 285MW, Masinloc 1 @ 225MW, Masinloc 2 @ 300MW, Masinloc 3 @ 305MW, San Gabriel @ 211MW [WEBSMS]",CLUZ,other,plant
2022-09-21 12:48:42 PM,"[NSO Update] Visayas Grid-09/21/2022 12:47: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2662MW, PK=2177MW, RR=36MW, NetOpMargin: PM=449, EVE=392 Highest Unit O/L: THVI @ 169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @328MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-21 8:21:46 AM,Luzon Grid-09/21/2022 08:18: San Manuel-San Manuel BESS 69kV Line de-energized at 0805H (Planned Outage).  [WEBSMS],CLUZ,outage,line
2022-09-21 5:55:36 AM,"[NSO Update] Mindanao Grid-09/21/2022 05:45: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2763MW, PK=2152MW, RR=43MW, NetOpMargin: AM=568, PM=487, EVE=594 Highest Unit O/L: GNPK U1 & U2 @ 138MW Derated Plant:  MCC @100MW, MCO TOTAL @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @45MW, AG4 @95MW, AG5 @40MW, AG6 @141MW, AG7 @41MW, PG4 @131MW  [WEBSMS]",CMIN,other,plant
2022-09-21 5:44:12 AM,"[NSO Update] Visayas Grid-09/21/2022 05:42: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2671MW, PK=2167MW, RR=36MW, NetOpMargin: AM=467, PM=349, EVE=348 Highest Unit O/L: THVI U1 & U2 @ 169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @328MW, PGPP1 @75MW, PGPP2 @40MW  [WEBSMS]",CVIS,other,plant
2022-09-21 5:18:07 AM,"[NSO Update] Luzon Grid-09/21/2022 04:19: Weather Update: At 3:00 AM today, the Low Pressure Area (LPA) was estimated based on all available data at 1,015 km East of Central Luzon (16.6?N, 131.1?E). Southwest Monsoon affecting Central and Southern Luzon.  [WEBSMS]",CLUZ,other,weather
2022-09-21 5:18:05 AM,Luzon Grid-09/21/2022 03:30: Muntinlupa-Filinvest 115kV line restored at 0329H. (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2022-09-21 5:18:03 AM,Luzon Grid-09/21/2022 01:12: Muntinlupa-Filinvest 115kV line de-energized at 0112H. (Planned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-21 5:18:01 AM,"[NSO Update] Visayas Grid-09/21/2022 04:19: Weather Update: At 3:00 AM today, the Low Pressure Area (LPA) was estimated based on all available data at 1,015 km East of Central Luzon (16.6?N, 131.1?E). Southwest Monsoon affecting Central and Southern Luzon.  [WEBSMS]",CVIS,other,weather
2022-09-20 7:48:15 PM,"[NSO Update] Mindanao Grid-09/20/2022 17:44: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2722MW, PK=2074MW, RR=46MW, NetOpMargin: EVE=602 Highest Unit O/L: GNPK U1 & U2 @ 138MW Derated Plant: MCC @100MW, MCO TOTAL @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @45MW, AG4 @95MW, AG5 @40MW, AG6 @102MW, AG7 @41MW, PG4 @190MW [WEBSMS]",CMIN,other,plant
2022-09-20 7:48:08 PM,"Visayas Grid-09/20/2022 19:09: Visayas Spot Peak as of September 20, 2022, 2279 MW at 1418H, previous spot peak 2316 MW at 1441H on September 14, 2022  [WEBSMS]",CVIS,other,plant
2022-09-20 7:48:07 PM,[NSO Update] Visayas Grid-09/20/2022 17:52: MO Initiated Market Intervention has been lifted today 20 September 2022 at 1744H for Luzon and Visayas. Market will resume starting interval 1750H.  [WEBSMS],CVIS,other,plant
2022-09-20 7:48:05 PM,[NSO Update] Visayas Grid-09/20/2022 17:48: MO Initiated Market Intervention is issued today 20 September 2022 for Luzon and Visayas starting interval 1745H due to RTD workflow error.  [WEBSMS],CVIS,other,plant
2022-09-20 7:48:03 PM,[NSO Update] Luzon Grid-09/20/2022 17:52: MO Initiated Market Intervention has been lifted today 20 September 2022 at 1744H for Luzon and Visayas. Market will resume starting interval 1750H.  [WEBSMS],CLUZ,other,plant
2022-09-20 7:48:01 PM,[NSO Update] Luzon Grid-09/20/2022 17:47: MO Initiated Market Intervention is issued today 20 September 2022 for Luzon and Visayas starting interval 1745H due to RTD workflow error.  [WEBSMS],CLUZ,other,plant
2022-09-20 7:47:59 PM,"[NSO Update] Luzon Grid-09/20/2022 17:36: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=11784MW, PK=9343MW, RR=395MW, NetOpMargin: EVE=2046 Highest Unit O/L: GNPD U1 @ 668MW Derated Plant: GMEC 2 @ 285MW, Masinloc 1 @ 280MW, Masinloc 2 @ 300MW, Masinloc 3 @ 320MW, Sual 1 @ 290MW [WEBSMS]",CLUZ,other,plant
2022-09-20 5:39:17 PM,"[NSO Update] Visayas Grid-09/20/2022 17:39: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2442MW, PK=2117MW, RR=36MW, NetOpMargin: EVE=288 Highest Unit O/L: THVI U1 &U2 @ 169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @328MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-20 3:47:52 PM,Luzon Grid-09/20/2022 08:58: SBMA-Olongapo 230kV Line de-energized at 0851H (Planned Outage).  [WEBSMS],CLUZ,outage,line
2022-09-20 3:47:50 PM,[NSO Update] Luzon Grid-09/20/2022 08:02: HVDC blocked at 0801H (Planned outage).  [WEBSMS],CLUZ,outage,plant
2022-09-20 3:47:48 PM,"[NSO Update] Luzon Grid-09/20/2022 05:46: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=11942MW, PK=10353MW, RR=421MW, NetOpMargin: AM=1168, PM=933, EVE=1158 Highest Unit O/L: GNPD U1 @668MW Derated Plant: GMEC 2 @285MW, MSLC1 @280MW, MSLC2 @300MW, MSLC3 @320MW, SUAL 1 @290MW, SAN GABRIEL @211MW [WEBSMS]",CLUZ,other,plant
2022-09-20 1:11:56 PM,"[NSO Update] Mindanao Grid-09/20/2022 12:55: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2777MW, PK=2207MW, RR=46MW, NetOpMargin: PM=524, EVE=603 Highest Unit O/L: GNPK @ 138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @45MW, AG4 @95MW, AG5 @40MW, AG6 @102MW, AG7 @41MW, PG4 @190MW [WEBSMS]",CMIN,other,plant
2022-09-20 1:00:17 PM,"[NSO Update] Visayas Grid-09/20/2022 12:53: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2678MW, PK=2254MW, RR=36MW, NetOpMargin: PM=388, EVE=297 Highest Unit O/L: THVI @ 169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @328MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-20 12:54:22 PM,"[NSO Update] Luzon Grid-09/20/2022 12:52: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=12132MW, PK=10031MW, RR=427MW, NetOpMargin: PM=1674, EVE=2122 Highest Unit O/L: GNPD 1 @ 668MW Derated Plant: GMEC 2 @ 285MW, Masinloc 1 @ 280MW, Masinloc 2 @ 300MW, Masinloc 3 @ 320MW, Sual 1 @ 290MW [WEBSMS]",CLUZ,other,plant
2022-09-20 11:07:10 AM,[NSO Update] Luzon Grid-09/20/2022 10:15: MO Initiated Market Intervention has been lifted today 20 September 2022 at 1012H for Luzon and Visayas. Market will resume starting interval 1020H.  [WEBSMS],CLUZ,other,plant
2022-09-20 11:07:08 AM,[NSO Update] Luzon Grid-09/20/2022 10:04: MO Initiated Market Intervention is issued today 20 September 2022 for Luzon and Visayas starting interval 1000H due to non-generation of RTD schedule.  [WEBSMS],CLUZ,other,plant
2022-09-20 11:07:00 AM,[NSO Update] Visayas Grid-09/20/2022 10:16: MO Initiated Market Intervention has been lifted today 20 September 2022 at 1012H for Luzon and Visayas. Market will resume starting interval 1020H.  [WEBSMS],CVIS,other,plant
2022-09-20 11:06:58 AM,[NSO Update] Visayas Grid-09/20/2022 10:04: MO Initiated Market Intervention is issued today 20 September 2022 for Luzon and Visayas starting interval 1000H due to non-generation of RTD schedule.  [WEBSMS],CVIS,other,plant
2022-09-20 11:06:57 AM,[NSO Update] Visayas Grid-09/20/2022 08:02: HVDC blocked at 0801H (Planned outage).  [WEBSMS],CVIS,outage,plant
2022-09-20 11:06:55 AM,"Visayas Grid-09/20/2022 06:54: 138kV Cebu-Colon line 2 energized at 0649H, pre-arranged activity completed.  [WEBSMS]",CVIS,other,line
2022-09-20 5:30:56 AM,"Visayas Grid-09/20/2022 05:30: 138kV Cebu-Colon line 2 de-energized at 0526H, pre-arranged activity.  [WEBSMS]",CVIS,outage,line
2022-09-20 4:50:13 AM,[NSO Update] Luzon Grid-09/20/2022 04:42: Weather Update: Southwest Monsoon affecting Central and Southern Luzon.  [WEBSMS],CLUZ,other,weather
2022-09-20 4:47:34 AM,[NSO Update] Visayas Grid-09/20/2022 04:43: Weather Update: Southwest Monsoon affecting Central and Southern Luzon.  [WEBSMS],CVIS,other,weather
2022-09-19 6:42:40 PM,Luzon Grid-09/19/2022 18:40: Dasmarinas 500kV Bus 2 de-energized at 1837H. (Planned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-19 6:07:07 PM,"[NSO Update] Mindanao Grid-09/19/2022 17:49: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2714MW, PK=1988MW, RR=46MW, NetOpMargin: EVE=679 Highest Unit O/L: GNPK U1&U2 @138MW Derated Plant: DCP @135MW, MCC @100MW, MCO @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @40MW, AG4 @95MW, AG5 @40MW, AG6 @87MW, AG7 @41MW, PG4 @190MW [WEBSMS]",CMIN,other,plant
2022-09-19 5:49:01 PM,"[NSO Update] Luzon Grid-09/19/2022 17:44: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=11719MW, PK=9165MW, RR=395MW, NetOpMargin: EVE=2159 Highest Unit O/L: GNPD U1 @668MW Derated Plant: GMEC 2 @285MW, MSLC1 @250MW, MSLC2 @300MW, SUAL 1 @290MW [WEBSMS]",CLUZ,other,plant
2022-09-19 5:47:41 PM,"[NSO Update] Visayas Grid-09/19/2022 17:47: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2506MW, PK=2060MW, RR=36MW, NetOpMargin: EVE=410 Highest Unit O/L: THVI U1&U2 @169MW Derated Plant: TPC-Thermal @82MW, EDC Total @322MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-19 1:37:11 PM,"[NSO Update] Mindanao Grid-09/19/2022 13:17: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2771MW, PK=2074MW, RR=46MW, NetOpMargin: PM=651, EVE=717 Highest Unit O/L: GNPK U1 & U2 @ 138MW Derated Plant: DCP TOTAL @135MW, MCC @100MW, MCO TOTAL @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @40MW, AG4 @95MW, AG5 @40MW, AG6 @87MW, AG7 @41MW, PG4 @190MW  [WEBSMS]",CMIN,other,plant
2022-09-19 12:45:06 PM,"[NSO Update] Luzon Grid-09/19/2022 12:38: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=12201MW, PK=10237MW, RR=427MW, NetOpMargin: PM=1537, EVE=1680 Highest Unit O/L: GNPD U1 @ 668MW Derated Plant: GMEC 2 @285MW, MSLC1 @250MW, MSLC2 @300MW, MSLC3 @320Mw, SUAL 1 @290MW  [WEBSMS]",CLUZ,other,plant
2022-09-19 12:43:44 PM,"[NSO Update] Visayas Grid-09/19/2022 12:41: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2662MW, PK=2185MW, RR=36MW, NetOpMargin: PM=441, EVE=290 Highest Unit O/L: THVI U1 & U2 @169MW Derated Plant: TPC-Thermal @82MW, EDC TOTAL @322MW,  PGPP1 @75MW, PGPP2 @40MW  [WEBSMS]",CVIS,other,plant
2022-09-19 6:24:23 AM,Luzon Grid-09/19/2022 06:21: Quezon(Balintawak) 230kV Bus 2 - energized at 0620H. (Planned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-19 6:01:05 AM,"[NSO Update] Luzon Grid-09/19/2022 05:59: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=12479MW, PK=10435MW, RR=421MW, NetOpMargin: AM=1623, PM=1354, EVE=1290 Highest Unit O/L: GNPD 1 @ 668MW Derated Plant: GMEC 2 @285MW, MSLC1 @250MW, MSLC2 @300MW, MSLC 3 @ 320MW, SUAL 1 @ 290MW [WEBSMS]",CLUZ,other,plant
2022-09-19 5:58:23 AM,"[NSO Update] Mindanao Grid-09/19/2022 05:44: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2642MW, PK=2036MW, RR=46MW, NetOpMargin: AM=560, PM=468, EVE=528 Highest Unit O/L: GNPK @ 138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @40MW, AG4 @95MW, AG5 @40MW, AG6 @87MW, AG7 @41MW, PG4 @190MW [WEBSMS]",CMIN,other,plant
2022-09-19 5:38:17 AM,"[NSO Update] Visayas Grid-09/19/2022 05:34: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2710MW, PK=2099MW, RR=36MW, NetOpMargin: AM=574, PM=446, EVE=452 Highest Unit O/L: THVI @ 169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @322MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-19 4:57:37 AM,Luzon Grid-09/19/2022 04:47: Taytay(Dolores)-Masinag 115kV line(Customer Owned) - restored at 0444H  [WEBSMS],CLUZ,restoration,line
2022-09-19 4:24:18 AM,Luzon Grid-09/19/2022 04:19: Botolan-Labrador 230kV line and Labrador 230kV Bus 2 - restored at 0416H and 0410H respectively. (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2022-09-19 4:20:25 AM,[NSO Update] Visayas Grid-09/19/2022 04:13: Weather Update: Southwest Monsoon affecting the western sections of Central and Southern Luzon.  [WEBSMS],CVIS,other,weather
2022-09-19 4:14:12 AM,[NSO Update] Luzon Grid-09/19/2022 04:12: Weather Update: Southwest Monsoon affecting the western sections of Central and Southern Luzon.  [WEBSMS],CLUZ,other,weather
2022-09-19 3:51:03 AM,Luzon Grid-09/19/2022 03:41: Hermosa-Calaguiman 69kV Line de-energized  and energized again at 0153H and 0301H respectively. Jumper loop closed at structure 82. (Unplanned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-19 1:10:35 AM,Luzon Grid-09/19/2022 01:08: Taytay(Dolores)-Masinag 115kV line(Customer Owned) - de-energized at 0105H. (Planned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-18 10:37:03 PM,Luzon Grid-09/18/2022 22:28: Botolan-Labrador 230kV line and Labrador 230kV Bus 2 - de-energized at 2223H and 2226H respectively. (Planned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-18 10:06:46 PM,Visayas Grid-09/18/2022 21:58: CEDC u# 1 cut-in @2159H.  [WEBSMS],CVIS,other,plant
2022-09-18 9:13:51 PM,Luzon Grid-09/18/2022 21:13: Hermosa-Calaguiman 69kV Line energized at 2105H. Energized up to YH-Green  with jumper loop open at structure 82. (Unplanned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-18 7:46:59 PM,"Visayas Grid-09/18/2022 19:40: Visayas Spot Peak as of September 18, 2022, 1954 MW at 1816H, previous spot peak 2316 MW at 1441H on September 14, 2022  [WEBSMS]",CVIS,other,plant
2022-09-18 7:29:40 PM,"Visayas Grid-09/18/2022 19:22: Quiot SS 100MVA TR 2 de-energized at 0851H, pre-arranged activity.  [WEBSMS]",CVIS,outage,transformer
2022-09-18 6:20:13 PM,"Visayas Grid-09/18/2022 18:12: 138 kV Cebu-Quiot Line energized at 1809H and Quiot SS 100 MVA TR1 energized at 1811H, pre-arranged activity completed  [WEBSMS]",CVIS,other,transformer
2022-09-18 6:04:55 PM,"[NSO Update] Mindanao Grid-09/18/2022 17:49: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2617MW, PK=1939MW, RR=46MW, NetOpMargin: EVE=631 Highest Unit O/L: GNPK @ 138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @40MW, AG4 @95MW, AG5 @40MW, AG6 @126MW, AG7 @41MW, PG4 @190MW [WEBSMS]",CMIN,other,plant
2022-09-18 5:45:31 PM,"[NSO Update] Visayas Grid-09/18/2022 17:39: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2326MW, PK=1885MW, RR=36MW, NetOpMargin: EVE=404 Highest Unit O/L: THVI @ 169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @322MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-18 5:03:28 PM,Luzon Grid-09/18/2022 17:00: San Rafael-Cabanatuan 230kV Line restored at 1659H (Planned Outage).  [WEBSMS],CLUZ,restoration,line
2022-09-18 4:50:15 PM,Luzon Grid-09/18/2022 16:46: Nagsaag-Binga 230kV Line 2 restored at 1646H (Planned Outage).  [WEBSMS],CLUZ,restoration,line
2022-09-18 4:20:06 PM,Luzon Grid-09/18/2022 16:15: Hermosa-Calaguiman 69kV Line tripped at 1611H (Unplanned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-18 2:34:36 PM,"Visayas Grid-09/18/2022 14:31: Pajo LESS 10 MVA Transformer energized at 1430H, APMS completed  [WEBSMS]",CVIS,other,transformer
2022-09-18 1:16:28 PM,"[NSO Update] Mindanao Grid-09/18/2022 12:57: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2649MW, PK=1809MW, RR=46MW, NetOpMargin: PM=795, EVE=596 Highest Unit O/L: GNPK U1 & U2 @138MW Derated Plant: MCC @100MW, MCO TOTAL @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @40MW, AG4 @95MW, AG5 @20MW, AG6 @126MW, AG7 @41MW, PG4 @190MW  [WEBSMS]",CMIN,other,plant
2022-09-18 12:59:04 PM,"[NSO Update] Visayas Grid-09/18/2022 12:54: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2547MW, PK=1711MW, RR=36MW, NetOpMargin: PM=799, EVE=419 Highest Unit O/L: THVI U1 & U2 @169MW Derated Plant: TPC-Thermal @82MW, EDC TOTAL @322MW, PGPP1 @75MW, PGPP2 @40MW  [WEBSMS]",CVIS,other,plant
2022-09-18 12:53:26 PM,"[NSO Update] Luzon Grid-09/18/2022 12:50: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=12383MW, PK=8865MW, RR=350MW, NetOpMargin: PM=3169, EVE=2404 Highest Unit O/L: GNPD U1 @ 668MW Derated Plant: GMEC 2 @285MW, MSLC1 @225MW, MSLC2 @300MW, SUAL 1 @ 290MW  [WEBSMS]",CLUZ,other,plant
2022-09-18 12:09:41 PM,Luzon Grid-09/18/2022 12:00: GNPD 2 shutdown at 1159H (Unplanned Outage).  [WEBSMS],CLUZ,outage,plant
2022-09-18 10:22:42 AM,"Visayas Grid-09/18/2022 10:10: Quiot SS 100 MVA TR1 de-energized at 1003H and 138 kV Cebu-Quiot Line de-energized at 1009H, pre-arranged activity  [WEBSMS]",CVIS,outage,transformer
2022-09-18 9:07:47 AM,"Visayas Grid-09/18/2022 09:05: Quiot SS 100MVA TR 2 energized at 0851H, pre-arranged activity completed  [WEBSMS]",CVIS,other,transformer
2022-09-18 8:27:09 AM,Luzon Grid-09/18/2022 08:18: Taytay-Malaya 230kV Line 1 restored at 0818H (Planned Outage).  [WEBSMS],CLUZ,restoration,line
2022-09-18 8:24:26 AM,"Visayas Grid-09/18/2022 08:23: 138kV Calongcalong-Colon line 1 energized at 0820H, pre-arranged activity completed  [WEBSMS]",CVIS,other,line
2022-09-18 8:17:05 AM,Luzon Grid-09/18/2022 08:15: Tayabas-Pagbilao 500kV line 2 restored at 0813H. (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2022-09-18 8:15:44 AM,"Visayas Grid-09/18/2022 08:12: Pajo LESS 10 MVA Transformer de-energized at 0805H for APMS, ETC: 1600H  [WEBSMS]",CVIS,outage,transformer
2022-09-18 7:49:48 AM,"Visayas Grid-09/18/2022 07:45: 138 kV Naga - TPVI Line 2 de-energized at 0733H, customer request for maintenance activities, ETC: 1900H  [WEBSMS]",CVIS,outage,line
2022-09-18 7:10:25 AM,Luzon Grid-09/18/2022 07:03: San Rafael-Cabanatuan 230kV Line de-energized at 0700H (Planned Outage).  [WEBSMS],CLUZ,outage,line
2022-09-18 7:10:22 AM,Luzon Grid-09/18/2022 07:02: Nagsaag-Binga 230kV Line 2 de-energized at 0659H (Planned Outage).  [WEBSMS],CLUZ,outage,line
2022-09-18 6:24:48 AM,"[NSO Update] Mindanao Grid-09/18/2022 06:05: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2658MW, PK=1698MW, RR=46MW, NetOpMargin: AM=915, PM=800, EVE=598 Highest Unit O/L: GNPK @ 138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @28MW, MA2 @50MW, AG1 @55MW, AG2 @40MW, AG4 @95MW, AG5 @20MW, AG6 @126MW, AG7 @41MW, PG4 @190MW [WEBSMS]",CMIN,other,plant
2022-09-18 6:22:55 AM,"Visayas Grid-09/18/2022 06:15: 138kV Calongcalong-Colon line 1 de-energized at 0614H, pre-arranged activity.  [WEBSMS]",CVIS,outage,line
2022-09-18 6:16:48 AM,"[NSO Update] Luzon Grid-09/18/2022 06:10: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=12888MW, PK=8568MW, RR=351MW, NetOpMargin: AM=3968, PM=4251, EVE=3617 Highest Unit O/L: GNPD 1 @ 668MW Derated Plant: SUAL 1 @290MW, GMEC 2 @285MW, MSLC1 @225MW, MSLC2 @300MW, MSLC 3 @320MW [WEBSMS]",CLUZ,other,plant
2022-09-18 6:14:12 AM,"[NSO Update] Visayas Grid-09/18/2022 06:07: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2587MW, PK=1740MW, RR=36MW, NetOpMargin: AM=811, PM=745, EVE=354 Highest Unit O/L: THVI @ 169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @322MW, PGPP1 @75MW, PGPP2 @40MW [WEBSMS]",CVIS,other,plant
2022-09-18 5:39:23 AM,"Visayas Grid-09/18/2022 05:38: 100MVA TR 2 at Quiot SS de-energized at 0535H, pre-arranged activity.  [WEBSMS]",CVIS,outage,transformer
2022-09-18 5:33:28 AM,Luzon Grid-09/18/2022 05:32: Bolo(Kadampat)-Nagsaag 500kV line 1 - restored at 0530H. (Unplanned Outage)  [WEBSMS],CLUZ,restoration,line
2022-09-18 5:33:26 AM,Luzon Grid-09/18/2022 05:24: Tayabas-Pagbilao 500kV line 2 - de-energized at 0523H. (Planned Outage)  [WEBSMS],CLUZ,outage,line
2022-09-18 4:29:55 AM,[NSO Update] Luzon Grid-09/18/2022 04:27: Weather Update: Southwest Monsoon affecting the western section of Southern Luzon.  [WEBSMS],CLUZ,other,weather
2022-09-18 3:20:31 AM,"Visayas Grid-09/18/2022 03:15: 138 kV Colon-Samboan Line 1 energized at 0237H, pre-arranged activity completed.  [WEBSMS]",CVIS,other,line
